,name,email,country,gender,avg_rating,long_tailed,target
822,Albert,legendrelorraine@free.fr,France,M,2,21.987994325492185,0
823,Blanchard,maggie71@ifrance.com,France,F,0,18.048775083209915,0
824,Maillard,bjacquet@ifrance.com,France,F,0,16.685065462577104,0
825,Laurent,imasson@club-internet.fr,France,Not Specified,5,15.512529933482114,0
826,Boulanger,julie27@tele2.fr,France,M,2,5.438391760091613,0
827,Robert,honore60@club-internet.fr,Belgium,Not Specified,0,46.02058982400774,0
828,Colin,edouardde-oliveira@wanadoo.fr,United Kingdom,F,1,358.33228029007523,0
829,Sauvage,astridmaillot@laposte.net,France,F,4,11.091045650591251,0
830,Jacquot,jeanne21@hotmail.fr,France,M,3,7.707757245977047,0
831,Berger,renaudchristiane@sfr.fr,United Kingdom,F,0,59.0054809817451,0
832,Leroy,qboulanger@live.com,France,M,3,14.106463707087778,0
833,Maury,capucine80@club-internet.fr,United Kingdom,M,5,42.22240382985346,0
834,Cohen,whubert@tiscali.fr,United Kingdom,F,1,3.231769142110957,0
835,Garcia,zdelannoy@dbmail.com,France,F,0,2.0830882049267516,0
836,Benoit,theodore22@bouygtel.fr,France,F,1,27.017504817149177,0
837,Bourgeois,benardnathalie@ifrance.com,United Kingdom,M,0,6.852319761251426,0
838,Meyer,suzanne49@free.fr,United Kingdom,M,1,39.22773732278694,0
839,Lebon,martineauvalentine@hotmail.fr,Belgium,F,0,1.6997986756840064,0
840,Lemoine,fbouchet@hotmail.fr,France,M,0,21.4187608192105,1
841,Labbé,elisemercier@sfr.fr,France,F,0,44.777339311736625,0
842,Breton,tpascal@yahoo.fr,United Kingdom,F,0,10.561412104664718,0
843,Leleu,suzanneleroux@gmail.com,Belgium,F,3,5.8112210323620825,0
844,Navarro,marcel80@tiscali.fr,Belgium,F,0,46.32886234687915,0
845,Legrand,delahayebenoit@sfr.fr,France,F,0,3.440333522034579,0
846,Picard,qfaivre@sfr.fr,France,F,0,3.946947300501164,0
847,Dijoux,hortense91@laposte.net,France,F,0,41.34229473790978,0
848,Guichard,legendrexavier@club-internet.fr,United Kingdom,F,0,30.3958727357529,0
849,Morvan,inesbailly@voila.fr,France,M,0,22.736228623382065,0
850,Baudry,emonnier@dbmail.com,United Kingdom,F,4,13.449885636544478,0
851,Guyot,valentine14@laposte.net,Belgium,Not Specified,5,10.309742534997916,0
852,Benard,ramosalexandre@ifrance.com,Belgium,M,4,18.386687094459496,0
853,Petit,brey@tele2.fr,France,F,0,26.250128738798264,0
854,Cousin,rogermarie@tele2.fr,Belgium,F,0,13.030511750610344,0
855,Tanguy,jourdanphilippine@voila.fr,Belgium,F,2,21.356345735659435,0
856,Laroche,robingilbert@ifrance.com,Belgium,F,0,57.33323748771199,0
857,Jacob,nathvasseur@yahoo.fr,France,F,0,35.46728891604602,1
858,Martinez,carlieranne@club-internet.fr,France,Not Specified,0,18.193294648418263,0
859,Picard,qmichel@dbmail.com,Belgium,M,1,224.04733706747754,0
860,Lombard,mpaul@wanadoo.fr,United Kingdom,Not Specified,0,3.1578226520623716,0
861,Hamon,margaretdavid@noos.fr,France,F,0,25.90891070376121,0
862,Teixeira,bourgeoisyves@tele2.fr,France,F,0,14.490211095515328,0
863,Petitjean,helenepierre@sfr.fr,United Kingdom,F,5,9.455082721879156,0
864,Da Silva,georgescousin@dbmail.com,France,F,1,21.94718005314614,0
865,Boulanger,stephanie22@noos.fr,France,F,5,6.604518763509449,0
866,Baron,webersusanne@yahoo.fr,France,M,0,17.964183147591772,1
867,Boulay,ygoncalves@ifrance.com,France,F,0,67.85529414142488,0
868,Louis,yledoux@laposte.net,Belgium,F,0,8.795327695132919,0
869,Vaillant,sloiseau@live.com,Belgium,F,0,21.96872514958606,0
870,Lambert,martinblanchet@ifrance.com,Belgium,M,5,7.668404304388819,0
871,Vallée,henriettechauveau@hotmail.fr,United Kingdom,F,4,25.445317412849583,0
872,Gimenez,brunetjacques@club-internet.fr,France,F,4,90.96954061624223,0
873,Leroy,gabriel29@wanadoo.fr,France,M,3,11.342101345261261,0
874,Maurice,emiliedelattre@bouygtel.fr,France,F,0,111.1795795221879,0
875,Richard,guillaume08@sfr.fr,United Kingdom,F,0,64.52478625262908,0
876,Auger,nmartineau@bouygtel.fr,France,M,3,21.79254292949688,0
877,Valette,dbecker@orange.fr,United Kingdom,M,2,92.86141617725673,0
878,Pruvost,leon51@bouygtel.fr,Belgium,F,5,53.25748779532134,0
879,Marin,veronique40@bouygtel.fr,France,M,0,5.315693221507333,0
880,Grenier,pelletierroland@sfr.fr,United Kingdom,M,2,21.012405550668625,0
881,Leblanc,olivierbourgeois@sfr.fr,United Kingdom,F,5,618.6492961885932,0
882,Pottier,iriviere@bouygtel.fr,United Kingdom,M,0,7.262953132040533,0
883,Chartier,adelaidemichaud@voila.fr,France,M,0,10.992837521453966,0
884,Joubert,joubertbernadette@yahoo.fr,Belgium,F,1,18.405910078180053,0
885,Adam,danielleribeiro@hotmail.fr,France,F,0,11.542492887633909,0
886,Duval,jparent@live.com,United Kingdom,M,1,20.877161228512666,0
887,Colin,susanneriviere@club-internet.fr,France,F,0,16.212585921193053,0
888,Foucher,jerome74@orange.fr,United Kingdom,M,0,4.264363641995331,0
889,Tanguy,denismartel@sfr.fr,Belgium,M,3,23.6198661541154,0
890,Pelletier,uroyer@yahoo.fr,United Kingdom,F,0,35.324900104681284,0
891,Joly,wtecher@wanadoo.fr,Belgium,M,4,105.53087418724095,0
892,Dumont,gosselinceline@ifrance.com,United Kingdom,M,5,87.2454580827316,0
893,Lecoq,njulien@club-internet.fr,United Kingdom,M,4,52.06284710293812,0
894,Guillet,rolandlambert@noos.fr,United Kingdom,F,0,111.15727696533797,0
895,Blot,barthelemyjeanne@free.fr,United Kingdom,F,5,6.497735058179,0
896,Mercier,carliernicolas@club-internet.fr,France,F,0,8.571797171606049,0
897,Toussaint,lamylorraine@club-internet.fr,France,F,0,30.636270208314173,0
898,Allard,morenobenoit@ifrance.com,Belgium,F,2,37.55025373607503,0
899,Traore,xhardy@orange.fr,France,F,0,8.836675348505604,0
900,Diallo,isaacguibert@yahoo.fr,United Kingdom,M,5,5.735821334946601,0
901,Ferreira,theodorepelletier@tiscali.fr,France,F,0,150.70686950625426,0
902,Gros,auroremerle@laposte.net,Belgium,F,0,124.80199865375101,0
903,Joseph,zachariearnaud@voila.fr,United Kingdom,Not Specified,0,4.682515901519814,0
904,Daniel,francoisblanchet@dbmail.com,United Kingdom,F,3,6.820360345004466,0
905,Seguin,francoisguyon@yahoo.fr,Belgium,F,5,2.5569488927541175,0
906,Guyon,nbarbe@tiscali.fr,United Kingdom,M,2,20.66431799756158,0
907,Renault,laetitia13@gmail.com,Belgium,Not Specified,0,13.489863061204959,0
908,Couturier,gpoirier@dbmail.com,France,F,3,27.998295807716357,0
909,Vasseur,raymond17@laposte.net,United Kingdom,F,1,9.261286677817296,0
910,Morel,navarromathilde@bouygtel.fr,United Kingdom,M,0,9.16338150904654,0
911,Ledoux,pierre70@dbmail.com,United Kingdom,F,0,16.94338844090524,0
912,Peron,lucie35@live.com,Belgium,F,0,9.466573404550488,0
913,Pelletier,brenaud@ifrance.com,United Kingdom,F,0,117.93713077415767,0
914,Techer,andree90@yahoo.fr,United Kingdom,F,1,100.23764395273712,0
915,Bouvier,gayguy@hotmail.fr,France,M,0,19.806994548960212,0
916,Marchand,descampsfrederique@club-internet.fr,France,F,0,26.765638696374797,0
917,Pierre,patrick91@orange.fr,United Kingdom,F,0,3.561482592045631,0
918,Martineau,pprevost@club-internet.fr,United Kingdom,F,1,43.00528264079861,0
919,Lefebvre,jacquesrobert@ifrance.com,Belgium,M,0,17.59202623559973,0
920,Benoit,moniquesauvage@voila.fr,Belgium,Not Specified,1,15.844104787638292,0
921,Barbier,brunhenriette@gmail.com,United Kingdom,F,5,18.518539220099406,0
922,Morin,pauline03@orange.fr,United Kingdom,Not Specified,0,51.876870942519496,0
923,Mahe,thierry95@dbmail.com,France,F,0,12.535647101286846,0
924,Bègue,gchauvet@gmail.com,Belgium,F,0,19.278126689169166,0
925,Berger,nicolebenoit@orange.fr,United Kingdom,F,2,50.88424392279311,0
926,Perrin,franckdupont@hotmail.fr,United Kingdom,F,0,20.577830565295784,0
927,Maury,pde-sousa@tele2.fr,France,F,5,13.003380384675154,0
928,Delaunay,guyonlaetitia@wanadoo.fr,United Kingdom,F,0,10.746364032585788,0
929,Toussaint,maryse83@laposte.net,Belgium,F,5,39.22592508934219,0
930,Bourdon,francoise46@wanadoo.fr,United Kingdom,M,2,92.98304612995699,0
931,Boulay,alberthenriette@orange.fr,Belgium,M,5,13.557698563412085,0
932,Carlier,frederique41@dbmail.com,France,F,3,6.481199749003433,1
933,Baudry,marthe84@tele2.fr,France,F,0,1.4985293337372727,0
934,Cohen,costesylvie@club-internet.fr,France,F,0,47.175951235782726,0
935,Breton,augerbernadette@dbmail.com,Belgium,F,0,17.489325580683406,0
936,Bernier,nicolaszoe@dbmail.com,Belgium,F,3,7.770851469618543,0
937,Pruvost,pascallouis@voila.fr,Belgium,F,2,5.6407358361584174,0
938,Moreau,ruizoceane@tele2.fr,France,M,5,13.806821930994657,0
939,Masson,didiernicole@orange.fr,United Kingdom,F,0,7.868285255458809,0
940,Paris,sabine43@ifrance.com,United Kingdom,M,2,26.758584580322896,0
941,Marion,tmartel@dbmail.com,United Kingdom,M,0,11.765623971345326,0
942,Garcia,franck51@laposte.net,United Kingdom,M,0,3.324025221669044,0
943,Collin,wcharles@bouygtel.fr,Belgium,Not Specified,0,7.488023020485751,0
944,Ferrand,mathildevidal@tele2.fr,United Kingdom,M,0,2.1203938946256153,0
945,Turpin,christelle11@free.fr,Belgium,M,0,14.320936492997438,0
946,Lenoir,diallophilippe@live.com,United Kingdom,Not Specified,3,19.706367093180297,0
947,Le Roux,bertrand65@free.fr,Belgium,M,4,24.67169595990089,0
948,Jacquet,ibertrand@wanadoo.fr,Belgium,M,0,38.46012371262193,0
949,Bailly,richard95@hotmail.fr,Belgium,F,4,14.253216290790977,0
950,Lévêque,ponsveronique@free.fr,France,Not Specified,0,40.85286996211495,0
951,Pelletier,marine47@voila.fr,United Kingdom,F,0,12.192593800103177,0
952,Cohen,patrickperrot@orange.fr,Belgium,F,0,6.376990806089832,0
953,Noël,gilletcapucine@ifrance.com,Belgium,F,0,28.694177584732014,0
954,Jourdan,germainandre@voila.fr,Belgium,Not Specified,0,5.728749938285528,0
955,Jacques,marcel27@yahoo.fr,United Kingdom,F,0,4.192370510776604,0
956,Grenier,dguilbert@bouygtel.fr,United Kingdom,M,1,35.68502619256734,0
957,Duval,bertranddubois@bouygtel.fr,United Kingdom,F,3,2.4685443913181198,0
958,Briand,suzanne15@tiscali.fr,France,F,0,45.03766999278409,0
959,Mary,remy53@gmail.com,United Kingdom,M,0,16.193328376244658,0
960,Rousset,capucinebarbe@voila.fr,France,F,0,26.091184331115066,0
961,Potier,cjulien@wanadoo.fr,France,F,0,18.285017033272453,0
962,Renaud,guilbertpatrick@voila.fr,France,Not Specified,4,3.3291315794312477,0
963,Peron,henri39@tiscali.fr,United Kingdom,M,0,47.91608603561999,0
964,Gimenez,llesage@tele2.fr,United Kingdom,F,5,6.7088806164716965,0
965,Charles,augustealves@club-internet.fr,France,F,4,15.075395208907784,0
966,Guyon,lorraine43@ifrance.com,France,F,5,5.645463592704479,0
967,Thomas,gosselinmaggie@yahoo.fr,United Kingdom,F,0,26.500384947930296,0
968,Dufour,genevieve20@gmail.com,United Kingdom,F,0,54.132804309648,0
969,Joubert,inesmeyer@hotmail.fr,United Kingdom,F,4,5.7425003811970585,0
970,Joly,emmanuellelemoine@noos.fr,United Kingdom,F,0,6.1588902105630785,0
971,Perrier,lemaitresebastien@live.com,France,M,0,9.814117818464654,0
972,Merle,gomezjacqueline@voila.fr,Belgium,F,0,11.035081774923363,0
973,Tessier,zacharie19@live.com,France,M,0,502.35446574192207,0
974,Poulain,lejeunelaurent@live.com,United Kingdom,M,2,17.19288608421109,1
975,Bruneau,susanne23@wanadoo.fr,Belgium,Not Specified,0,38.52479495474676,0
976,Gonzalez,valentinebodin@yahoo.fr,France,F,2,11.606935372949847,0
977,Julien,chauvetjacques@live.com,Belgium,Not Specified,2,11.206027500591944,0
978,Adam,ccharles@free.fr,United Kingdom,F,0,48.12159542359565,0
979,Delaunay,galves@dbmail.com,Belgium,F,0,1.917769093650568,0
980,Gérard,sophie25@tele2.fr,France,M,5,8.016331702428829,0
981,Pires,bessonstephanie@live.com,Belgium,Not Specified,3,124.69687002210836,0
982,Royer,therese26@sfr.fr,Belgium,F,0,80.86955567306549,0
983,Bourgeois,isabellejacques@noos.fr,France,F,0,5.068178228222685,0
984,Delmas,paulettemartin@live.com,France,F,0,13.655432862464407,0
985,Dufour,besnardanouk@yahoo.fr,France,M,0,4.010615668672468,0
986,Roux,ncharpentier@sfr.fr,United Kingdom,Not Specified,5,43.25365385456177,0
987,Perret,lacombelaetitia@orange.fr,Belgium,M,5,9.584472674619217,0
988,Antoine,mteixeira@noos.fr,France,Not Specified,0,4.669507048936719,0
989,Antoine,tbonnet@free.fr,United Kingdom,F,0,70.93083032862673,0
990,Brun,gerard89@tele2.fr,Belgium,F,4,474.251945288926,0
991,Leroux,tdumas@laposte.net,France,M,0,46.49787442007051,0
992,Adam,albertsimone@dbmail.com,France,F,3,21.163520134860125,0
993,Voisin,danielle34@voila.fr,Belgium,M,4,14.016783366737258,0
994,Marin,richardleclerc@live.com,France,F,2,70.50515549302618,0
995,Garcia,laurence63@voila.fr,France,F,0,4.6027773618160275,0
996,Vasseur,qlucas@sfr.fr,United Kingdom,F,0,15.776567932620512,0
997,Pires,ameliemoreno@tiscali.fr,United Kingdom,M,2,20.29036200732073,0
998,Alves,traymond@laposte.net,United Kingdom,M,0,23.323740759810434,0
999,Martinez,bdescamps@live.com,France,F,4,44.19578104537372,1
1000,Ruiz,stephanedidier@bouygtel.fr,France,M,5,15.57928984152594,0
1001,Chauvin,stephaniepinto@sfr.fr,France,F,0,70.24529838835784,0
1002,Jacquot,coletteledoux@tele2.fr,Belgium,F,0,74.69244198456792,0
1003,Morel,hrenaud@club-internet.fr,Belgium,F,0,9.406824212130644,0
1004,Blot,tduval@bouygtel.fr,France,M,0,43.74216096596728,0
1005,Goncalves,olivielacroix@club-internet.fr,United Kingdom,M,4,12.47335975809742,0
1006,Dumont,adelaidelacroix@free.fr,France,F,0,54.93231033136704,0
1007,Lopez,marchandphilippe@club-internet.fr,United Kingdom,Not Specified,5,20.58973517747462,0
1008,Jacquet,charleslopes@live.com,Belgium,F,0,18.625908805799714,0
1009,Nicolas,vbertin@wanadoo.fr,United Kingdom,M,2,15.572969337637609,0
1010,Toussaint,claude18@gmail.com,France,F,0,140.61835275530947,0
1011,Martinez,nathalie69@tiscali.fr,Belgium,F,0,53.3237458194162,0
1012,Prévost,georgeslamy@noos.fr,Belgium,M,5,4.6257246674080035,0
1013,Martineau,allainphilippe@live.com,Belgium,F,3,35.747441604135936,0
1014,Ramos,augustinpetit@laposte.net,Belgium,F,0,57.159603269954715,0
1015,Collin,suzanne05@dbmail.com,France,M,2,63.19126701147059,0
1016,Blondel,tgimenez@yahoo.fr,France,Not Specified,1,47.83058163168537,0
1017,Duval,marcelbreton@ifrance.com,Belgium,Not Specified,3,2.10380978030817,0
1018,Meunier,perezarthur@live.com,France,M,1,15.592384670911771,0
1019,Guillaume,scolas@yahoo.fr,France,F,4,60.23617332941601,1
1020,Bouchet,yvesrobin@yahoo.fr,Belgium,F,3,10.903633439960677,0
1021,Pages,richardhuet@free.fr,France,F,0,62.04267622020078,0
1022,Fabre,mgay@sfr.fr,Belgium,F,3,11.807913651163405,0
1023,Dubois,astrid38@yahoo.fr,France,F,0,31.784835864136273,0
1024,Chrétien,claude54@wanadoo.fr,France,M,1,17.73509629096153,0
1025,Rey,ndelorme@gmail.com,United Kingdom,Not Specified,1,20.318249548475993,0
1026,Moreno,aubryaurore@yahoo.fr,Belgium,F,4,11.428075297914813,0
1027,Morel,milletvincent@yahoo.fr,United Kingdom,F,0,144.2621176353352,0
1028,Loiseau,eugene34@hotmail.fr,Belgium,M,0,34.04830010251112,1
1029,Pereira,jvoisin@dbmail.com,France,F,5,22.256816498094636,0
1030,Jean,noeldos-santos@gmail.com,Belgium,Not Specified,3,54.825473533666646,0
1031,Delannoy,bigotchristiane@orange.fr,United Kingdom,F,3,15.831335440887647,0
1032,Lamy,martinferrand@yahoo.fr,Belgium,M,5,36.8781464908922,0
1033,Le Roux,michellecollet@yahoo.fr,Belgium,M,1,10.733916312657382,0
1034,Pons,prenaud@tiscali.fr,Belgium,F,3,54.66364986445732,0
1035,Charles,zaubert@tele2.fr,Belgium,M,0,13.694173738527999,0
1036,Laroche,josettebenoit@ifrance.com,United Kingdom,M,0,18.51465453342808,0
1037,Marty,ycharles@free.fr,Belgium,M,0,5.76237019647412,0
1038,Payet,zmasson@orange.fr,France,F,1,22.417496815763062,0
1039,Raynaud,maggie94@voila.fr,Belgium,F,0,41.03437012319243,0
1040,Schneider,zlecomte@orange.fr,United Kingdom,F,2,3.551752199311713,0
1041,Charpentier,andre50@noos.fr,France,M,0,71.82884359891742,1
1042,Foucher,massestephanie@voila.fr,Belgium,F,0,47.31831205178404,0
1043,Bouvet,vincentanouk@club-internet.fr,France,F,0,14.465244933557317,0
1044,Sauvage,lucy08@ifrance.com,Belgium,M,2,9.318124252017821,0
1045,Gautier,yparis@gmail.com,Belgium,F,0,8.30002972390767,1
1046,Maillot,bonnetadele@yahoo.fr,United Kingdom,M,0,3.1403606060738065,0
1047,Legendre,lombardedith@yahoo.fr,United Kingdom,F,0,27.46934947308647,0
1048,Baudry,lecomtejeanne@noos.fr,United Kingdom,F,0,7.455986357768204,0
1049,Guyot,nicolasjules@yahoo.fr,United Kingdom,F,0,145.87304107930737,0
1050,Meyer,nicolasguillet@bouygtel.fr,Belgium,F,2,13.989316565277946,0
1051,Alexandre,bernardbarbe@wanadoo.fr,United Kingdom,Not Specified,3,32.1725009907173,0
1052,Coulon,dumasgilles@ifrance.com,United Kingdom,Not Specified,0,19.954660274863016,1
1053,Blot,pfrancois@orange.fr,France,M,0,17.04645928332609,0
1054,Salmon,meyerbernadette@tiscali.fr,Belgium,M,0,8.826191472160408,0
1055,De Oliveira,julie38@gmail.com,United Kingdom,F,4,20.09184457332365,0
1056,Courtois,smeyer@tiscali.fr,Belgium,F,2,5.59528193685042,0
1057,Traore,benoitle-gall@ifrance.com,Belgium,F,4,10.05693183381723,0
1058,Guillon,dmartineau@noos.fr,Belgium,F,4,8.97849333363254,0
1059,Le Roux,zoeandre@club-internet.fr,France,F,3,21.096135731330843,0
1060,Joubert,zacharieramos@club-internet.fr,United Kingdom,M,0,14.652559224010282,0
1061,Dupuis,smaillard@ifrance.com,United Kingdom,F,0,31.275024654364394,0
1062,Breton,zoe31@club-internet.fr,Belgium,F,0,3.8112584134485004,0
1063,Ribeiro,francoisberger@noos.fr,United Kingdom,F,0,7.432031963082691,0
1064,Joubert,thomaslecomte@noos.fr,Belgium,F,5,21.105413084473117,0
1065,Barthelemy,robertbarbe@live.com,France,F,2,3.845176472816464,0
1066,Michaud,marychristelle@tele2.fr,France,F,0,8.875093473181488,0
1067,Potier,brunlucie@yahoo.fr,United Kingdom,F,0,34.359495173483296,0
1068,Hardy,remy06@ifrance.com,United Kingdom,F,0,10.726324339029276,0
1069,Philippe,texierisaac@gmail.com,France,F,0,93.12993561644541,1
1070,Legros,ble-roux@ifrance.com,United Kingdom,M,4,25.130523431819064,0
1071,Fournier,christelle99@voila.fr,France,M,4,18.54621238277724,0
1072,Fernandez,fernandeslaetitia@orange.fr,France,Not Specified,5,72.43456201902627,0
1073,Gaillard,audrey28@club-internet.fr,France,F,0,17.70556095669157,0
1074,Hamel,ohoarau@hotmail.fr,United Kingdom,F,2,6.952636101579307,0
1075,Royer,laureleclercq@orange.fr,Belgium,F,0,24.301700787337104,1
1076,Lucas,wagnerantoine@tele2.fr,United Kingdom,F,2,47.43359635659003,0
1077,Baron,nathalie80@ifrance.com,United Kingdom,F,0,26.67287130283676,0
1078,Turpin,augustebrun@voila.fr,Belgium,Not Specified,0,25.410866192488747,0
1079,Barbe,fmonnier@dbmail.com,France,F,1,1.9190168093460718,0
1080,Michel,gfouquet@orange.fr,United Kingdom,F,0,92.41661081125268,0
1081,Poirier,blopez@tele2.fr,Belgium,F,2,83.38555009102565,0
1082,Camus,victoirefabre@yahoo.fr,France,F,0,8.7188030595997,0
1083,Allard,hardymartin@ifrance.com,United Kingdom,M,0,39.36473907019175,0
1084,Lebrun,nicolas90@dbmail.com,France,M,1,7.216759221658796,0
1085,Parent,emmanuel99@free.fr,United Kingdom,M,2,89.39678262798164,0
1086,Nicolas,bdiallo@tiscali.fr,United Kingdom,F,0,10.041144535992746,0
1087,Monnier,bernadette20@wanadoo.fr,United Kingdom,Not Specified,1,15.479042910580961,0
1088,Schmitt,aurorebouvet@sfr.fr,Belgium,F,1,15.217008034531327,0
1089,Ribeiro,vincentmichel@voila.fr,United Kingdom,F,3,27.10876809651774,0
1090,Baudry,suzanne47@club-internet.fr,Belgium,F,3,37.34235205190201,0
1091,Lopes,alix21@tele2.fr,United Kingdom,M,0,32.97641241544288,0
1092,Regnier,peronetienne@laposte.net,France,F,5,5.417389782466217,0
1093,Gaillard,arnaude38@bouygtel.fr,France,Not Specified,4,70.70713151476778,0
1094,Ramos,lorraine54@wanadoo.fr,United Kingdom,F,0,13.864159990192016,0
1095,Rousset,dijouxsuzanne@hotmail.fr,United Kingdom,F,0,51.061392241260734,0
1096,Descamps,hpeltier@noos.fr,Belgium,M,0,71.4165074950489,0
1097,Jacques,letelliereugene@tele2.fr,Belgium,F,0,13.908847778552737,0
1098,Techer,alexguyon@free.fr,United Kingdom,M,0,61.659990571696106,0
1099,Lejeune,barreaudrey@bouygtel.fr,France,Not Specified,5,9.49558701517905,0
1100,Carre,emilecouturier@tele2.fr,France,F,0,29.385325772691264,0
1101,Morvan,susanne93@gmail.com,Belgium,F,1,19.453537931364373,0
1102,Vasseur,ugallet@wanadoo.fr,Belgium,Not Specified,0,2.2721075160598767,0
1103,Lejeune,francoisegimenez@gmail.com,Belgium,F,0,8.508315870203427,0
1104,Fouquet,rolandberthelot@sfr.fr,France,M,0,32.57049964783156,0
1105,Aubry,blanchetaimee@club-internet.fr,France,F,1,20.883028695330797,0
1106,Jacob,augusteolivier@club-internet.fr,United Kingdom,F,5,24.755522328747627,0
1107,Leclerc,acousin@gmail.com,Belgium,F,4,16.408525518057534,0
1108,Gilbert,sdias@voila.fr,France,M,3,60.967494595475756,0
1109,Jacquot,margarethenry@live.com,Belgium,M,1,7.303360611574569,0
1110,Humbert,pauletteroyer@ifrance.com,United Kingdom,F,0,24.917047817548543,0
1111,Charrier,genevieve21@dbmail.com,Belgium,M,0,3.325546344359026,0
1112,Fabre,carlierpatricia@ifrance.com,France,F,0,18.663928224452217,0
1113,Lopes,leon83@gmail.com,Belgium,M,0,89.60824341148704,0
1114,Marin,lucasguyot@free.fr,United Kingdom,F,0,29.724425125890257,1
1115,Gonzalez,cgrondin@hotmail.fr,France,M,1,35.31426992049337,0
1116,Grondin,bchauvin@voila.fr,Belgium,F,0,88.88652265117294,0
1117,Rodrigues,mathilde40@sfr.fr,France,M,2,38.74113872444497,0
1118,Léger,hweber@live.com,United Kingdom,F,5,9.116135177374609,0
1119,Blanc,omarchal@gmail.com,Belgium,F,0,4.294100309465627,0
1120,Roussel,margaux73@club-internet.fr,Belgium,F,0,3.258049377188057,1
1121,Charpentier,leleuadrien@hotmail.fr,France,F,0,4.303363386890515,0
1122,Leconte,fbourgeois@sfr.fr,Belgium,F,0,9.345084453758245,1
1123,Camus,epaul@free.fr,United Kingdom,F,0,8.56899043850175,0
1124,Meyer,hardycecile@hotmail.fr,France,F,0,23.358837672202437,0
1125,Pasquier,nath21@dbmail.com,Belgium,F,0,18.580733552096447,0
1126,Pineau,michelecamus@noos.fr,France,F,2,16.9655289442744,0
1127,Roux,philippeklein@club-internet.fr,Belgium,F,0,2.3682488121092966,0
1128,Laroche,lmerle@voila.fr,Belgium,Not Specified,0,9.798578476293855,0
1129,Bègue,emuller@club-internet.fr,United Kingdom,Not Specified,4,26.879337375076833,0
1130,Mace,jpottier@live.com,France,F,0,32.05619820578298,0
1131,Voisin,gillesthibault@sfr.fr,Belgium,F,0,36.78028717204264,0
1132,Chrétien,wbarthelemy@tele2.fr,Belgium,F,0,10.642161390235886,0
1133,Imbert,reneeblot@tiscali.fr,France,F,1,36.73304236631334,1
1134,Alves,bouchermadeleine@sfr.fr,United Kingdom,M,0,30.751551900067483,0
1135,Coste,margotlaine@club-internet.fr,United Kingdom,Not Specified,5,14.213270992361547,0
1136,Bègue,schmittnathalie@voila.fr,Belgium,Not Specified,0,6.979209851157049,0
1137,Vaillant,eberthelot@bouygtel.fr,Belgium,F,0,3.239137001561,0
1138,Arnaud,clercbernadette@live.com,United Kingdom,F,5,14.569176357987706,0
1139,Hernandez,srousseau@gmail.com,France,M,3,33.83914503685339,0
1140,Lambert,audreypires@hotmail.fr,France,Not Specified,3,8.557538373291328,0
1141,Lambert,mlelievre@sfr.fr,United Kingdom,F,0,69.8837620248087,0
1142,Ferreira,alfred27@gmail.com,France,F,0,15.272024842157585,0
1143,Mercier,deschampswilliam@tele2.fr,France,M,0,11.862786148482144,0
1144,Ledoux,sylviecarpentier@orange.fr,France,F,0,74.73814442085217,0
1145,Clerc,elodiedescamps@voila.fr,Belgium,M,5,56.64581156110785,0
1146,Bonnet,vcamus@laposte.net,Belgium,F,0,6.6545988137103365,0
1147,Imbert,bonnetmargaux@gmail.com,France,M,2,14.085881115310098,0
1148,Lefèvre,andreelecoq@bouygtel.fr,Belgium,Not Specified,0,33.75974743805317,0
1149,Petit,zbertin@yahoo.fr,France,M,4,10.25142686595218,1
1150,Berthelot,edouardlemaitre@dbmail.com,United Kingdom,M,0,15.280133773927497,0
1151,Lombard,camillejoubert@sfr.fr,United Kingdom,M,2,64.75817082082477,0
1152,Guilbert,edith32@free.fr,Belgium,M,3,8.208488619305232,0
1153,Monnier,rousselsebastien@noos.fr,Belgium,Not Specified,2,45.563109709421965,0
1154,Briand,eleonore21@live.com,Belgium,Not Specified,0,9.72624468940269,0
1155,Chauvin,lemoinesylvie@gmail.com,Belgium,Not Specified,5,44.511198762317285,0
1156,Lejeune,morenorichard@dbmail.com,France,F,0,25.27237003890133,0
1157,Huet,lefevrearthur@voila.fr,United Kingdom,F,5,20.846321437420443,0
1158,Rey,frederic14@bouygtel.fr,United Kingdom,M,4,7.755546626088169,0
1159,Turpin,ledouxfranck@noos.fr,France,F,4,60.43468228733014,0
1160,Rey,richard99@yahoo.fr,Belgium,F,0,21.945897003821145,1
1161,Dufour,lemaitreagnes@bouygtel.fr,France,F,0,183.0584662078257,1
1162,Poulain,andreanouk@club-internet.fr,France,F,0,2.093377811936787,0
1163,Étienne,aime27@dbmail.com,United Kingdom,M,3,37.12305482954259,0
1164,Vasseur,denislamy@live.com,Belgium,F,4,6.67386949611544,0
1165,Joubert,renardjoseph@orange.fr,France,Not Specified,4,17.525046751709873,0
1166,Lenoir,renaultmaryse@wanadoo.fr,France,Not Specified,3,39.21864169507393,0
1167,Samson,oboyer@live.com,France,M,0,25.84343191683683,0
1168,Fabre,kallain@sfr.fr,France,F,0,35.10489960034901,0
1169,Bigot,pichonlouis@live.com,United Kingdom,F,0,30.373312483426197,0
1170,Raynaud,zacharie99@voila.fr,France,M,1,98.85250180295432,0
1171,Lamy,gomesamelie@noos.fr,France,F,1,8.61330853798022,0
1172,Besson,gillesbesson@ifrance.com,Belgium,M,3,5.136931873867187,0
